ProductName,Category,Brand,UnitPrice
Memory Card,Health & Fitness,UrbanGlow,197
Soap,Kitchen & Dining,LuxeAura,870
Snowboard,Home Appliances,ZenithStyle,294
Robot Vacuum,Pets,ZenithStyle,964
Elliptical,Outdoor & Garden,LuxeAura,757
Earbuds,Pets,UrbanGlow,886
Art Supplies,Pets,LuxeAura,663
Tennis Racket,Toys & Games,UrbanGlow,598
Water Filter,Arts & Crafts,VelvetVista,275
Golf Clubs,Arts & Crafts,EtherealEdge,500
Kayak,Outdoor & Garden,LuxeAura,960
Camera,Toys & Games,VelvetVista,105
Snowboard,Home Appliances,LuxeAura,983
Doll,Outdoor & Garden,VelvetVista,359
Camping Tent,Toys & Games,LuxeAura,503
Lawn Sprinkler,Home & Furniture,VelvetVista,781
Puzzle,Electronics,EtherealEdge,686
Building Blocks,Health & Fitness,VelvetVista,342
Ice Skates,Outdoor & Garden,LuxeAura,795
Smart Light,Toys & Games,EtherealEdge,254
Ski Goggles,Pets,LuxeAura,938
Juicer,Arts & Crafts,UrbanGlow,222
Pet Carrier,Pets,EtherealEdge,521
Vacuum Cleaner,Home & Furniture,ZenithStyle,398
Showerhead,Sports & Recreation,UrbanGlow,268
Humidifier,Home & Furniture,UrbanGlow,454
Electric Car,Sports & Recreation,UrbanGlow,895
Flashlight,Home & Furniture,LuxeAura,789
Golf Clubs,Home Appliances,EtherealEdge,259
Router,Electronics,VelvetVista,426
Laptop,Toys & Games,UrbanGlow,829
Puzzle,Home Appliances,VelvetVista,200
Golf Clubs,Home & Furniture,VelvetVista,775
Mattress,Sports & Recreation,LuxeAura,581
Bicycle,Outdoor & Garden,LuxeAura,705
Puzzle,Sports & Recreation,VelvetVista,510
Bicycle,Kitchen & Dining,EtherealEdge,123
Wi-Fi Extender,Pets,ZenithStyle,394
Bird Feeder,Kitchen & Dining,UrbanGlow,609
Electric Toothbrush,Home & Furniture,LuxeAura,672
Volleyball,Kitchen & Dining,EtherealEdge,539
Lawn Sprinkler,Sports & Recreation,LuxeAura,753
Laptop,Kitchen & Dining,EtherealEdge,638
Surfboard,Electronics,VelvetVista,346
Fishing Rod,Arts & Crafts,VelvetVista,167
Power Bank,Home & Furniture,ZenithStyle,891
Coffee Maker,Sports & Recreation,UrbanGlow,854
Electric Scooter,Home Appliances,ZenithStyle,898
Tarp,Pets,ZenithStyle,479
Printer,Health & Fitness,LuxeAura,402
Ski Goggles,Health & Fitness,ZenithStyle,621
Kayak,Home & Furniture,EtherealEdge,740
Dog Leash,Electronics,VelvetVista,367
Smartwatch,Toys & Games,UrbanGlow,202
Bed,Arts & Crafts,VelvetVista,988
Backpack,Arts & Crafts,VelvetVista,916
BBQ Grill,Health & Fitness,VelvetVista,991
Puzzle,Home Appliances,VelvetVista,449
Speaker,Toys & Games,ZenithStyle,581
Glasses,Home Appliances,ZenithStyle,215
Dog House,Electronics,ZenithStyle,902
Backpacking Stove,Electronics,EtherealEdge,249
Patio Furniture,Pets,LuxeAura,243
Treadmill,Electronics,UrbanGlow,590
Volleyball,Outdoor & Garden,LuxeAura,232
Pet Carrier,Arts & Crafts,EtherealEdge,908
Snorkel Gear,Outdoor & Garden,VelvetVista,877
Patio Furniture,Health & Fitness,ZenithStyle,477
Antivirus,Outdoor & Garden,UrbanGlow,894
Pet Feeder,Toys & Games,VelvetVista,469
Hair Dryer,Toys & Games,ZenithStyle,120
Router,Sports & Recreation,ZenithStyle,321
Telescope,Home & Furniture,EtherealEdge,894
Bird Cage,Home & Furniture,ZenithStyle,115
Coffee Maker,Electronics,LuxeAura,231
Humidifier,Arts & Crafts,EtherealEdge,246
Electric Kettle,Home & Furniture,ZenithStyle,427
Life Jacket,Toys & Games,LuxeAura,211
Sleeping Pad,Kitchen & Dining,VelvetVista,273
Dog House,Pets,LuxeAura,238
Outdoor Umbrella,Toys & Games,UrbanGlow,282
Wi-Fi Extender,Home Appliances,EtherealEdge,371
Sleeping Pad,Arts & Crafts,LuxeAura,1000
Hiking Backpack,Kitchen & Dining,VelvetVista,349
Sled,Pets,ZenithStyle,544
Electric Scooter,Kitchen & Dining,EtherealEdge,255
Hair Dryer,Electronics,LuxeAura,420
Helmet,Toys & Games,UrbanGlow,541
Soccer Ball,Home & Furniture,VelvetVista,827
Home Security Camera,Kitchen & Dining,ZenithStyle,617
Suitcase,Arts & Crafts,VelvetVista,747
Air Purifier,Arts & Crafts,ZenithStyle,540
3D Printer,Pets,UrbanGlow,592
Toothpaste,Pets,VelvetVista,339
Camping Chair,Electronics,UrbanGlow,366
Snowboard,Home Appliances,EtherealEdge,924
Basketball,Arts & Crafts,LuxeAura,988
Art Supplies,Home & Furniture,UrbanGlow,261
Trekking Poles,Kitchen & Dining,VelvetVista,811
Art Supplies,Electronics,UrbanGlow,409
Suitcase,Arts & Crafts,ZenithStyle,810
Doll,Kitchen & Dining,ZenithStyle,329
Laser Printer,Pets,EtherealEdge,134
Memory Card,Health & Fitness,ZenithStyle,284
Projector,Outdoor & Garden,UrbanGlow,998
Golf Clubs,Home Appliances,EtherealEdge,995
Cooler,Health & Fitness,EtherealEdge,389
Humidifier,Toys & Games,ZenithStyle,598
Pet Carrier,Health & Fitness,UrbanGlow,590
Surfboard,Kitchen & Dining,UrbanGlow,324
Sheets,Home Appliances,LuxeAura,194
Bluetooth Speaker,Health & Fitness,UrbanGlow,388
Tarp,Health & Fitness,LuxeAura,938
Stove,Electronics,VelvetVista,618
Washing Machine,Arts & Crafts,UrbanGlow,621
Backpacking Stove,Electronics,EtherealEdge,360
Smartwatch,Kitchen & Dining,LuxeAura,456
Mattress,Outdoor & Garden,EtherealEdge,603
Backpacking Stove,Sports & Recreation,ZenithStyle,201
Patio Furniture,Kitchen & Dining,UrbanGlow,355
Binoculars,Home Appliances,LuxeAura,538
Blender,Electronics,EtherealEdge,773
Suitcase,Pets,LuxeAura,272
Dart Board,Arts & Crafts,LuxeAura,759
Ski Poles,Arts & Crafts,VelvetVista,499
Paddleboard,Toys & Games,ZenithStyle,449
Cat Tree,Kitchen & Dining,VelvetVista,152
Printer,Toys & Games,UrbanGlow,315
Baseball Glove,Health & Fitness,LuxeAura,857
Blender,Sports & Recreation,EtherealEdge,487
Robot Vacuum,Kitchen & Dining,LuxeAura,283
Helmet,Arts & Crafts,ZenithStyle,319
Camera,Kitchen & Dining,LuxeAura,379
Suitcase,Sports & Recreation,EtherealEdge,460
Snorkel Gear,Pets,ZenithStyle,178
Router,Home & Furniture,LuxeAura,988
Hiking Backpack,Sports & Recreation,LuxeAura,706
Bicycle,Outdoor & Garden,EtherealEdge,649
Water Bottle,Arts & Crafts,VelvetVista,152
Drone,Outdoor & Garden,UrbanGlow,441
Paddleboard,Health & Fitness,ZenithStyle,333
Sled,Toys & Games,EtherealEdge,352
Elliptical,Home & Furniture,LuxeAura,894
Snorkel Gear,Pets,LuxeAura,795
Craft Kit,Outdoor & Garden,VelvetVista,458
Mattress,Electronics,UrbanGlow,634
Keyboard,Toys & Games,VelvetVista,860
Telescope,Toys & Games,UrbanGlow,289
Bluetooth Speaker,Home Appliances,ZenithStyle,603
Portable Charger,Pets,EtherealEdge,640
Action Figure,Outdoor & Garden,UrbanGlow,232
Sheets,Health & Fitness,EtherealEdge,334
Cat Litter Box,Outdoor & Garden,VelvetVista,253
Snow Shovel,Kitchen & Dining,ZenithStyle,144
Dumbbells,Home & Furniture,UrbanGlow,490
Garden Hose,Health & Fitness,EtherealEdge,263
Microwave,Kitchen & Dining,EtherealEdge,985
3D Printer,Home & Furniture,EtherealEdge,646
Fire Pit,Home Appliances,UrbanGlow,892
Craft Kit,Home Appliances,UrbanGlow,508
Suitcase,Pets,ZenithStyle,718
Snow Shovel,Sports & Recreation,UrbanGlow,106
Bird Cage,Sports & Recreation,LuxeAura,253
Hiking Boots,Toys & Games,LuxeAura,440
Backpack,Home Appliances,LuxeAura,129
Hiking Backpack,Arts & Crafts,UrbanGlow,766
Hiking Boots,Kitchen & Dining,ZenithStyle,879
Rain Jacket,Kitchen & Dining,EtherealEdge,579
Sewing Machine,Toys & Games,VelvetVista,955
Power Bank,Toys & Games,EtherealEdge,790
Kayak,Home Appliances,ZenithStyle,568
Antivirus,Outdoor & Garden,ZenithStyle,506
Bird Cage,Health & Fitness,ZenithStyle,193
Snow Shovel,Home Appliances,UrbanGlow,566
Humidifier,Home & Furniture,LuxeAura,620
Art Supplies,Home & Furniture,VelvetVista,719
Surfboard,Sports & Recreation,VelvetVista,771
Robot Vacuum,Health & Fitness,ZenithStyle,734
Fish Food,Pets,LuxeAura,842
Printer,Home Appliances,LuxeAura,622
Laptop,Kitchen & Dining,EtherealEdge,463
Pet Toy,Sports & Recreation,UrbanGlow,936
Soap,Kitchen & Dining,UrbanGlow,344
BBQ Grill,Kitchen & Dining,EtherealEdge,197
Dishwasher,Home Appliances,ZenithStyle,278
Dog House,Home & Furniture,EtherealEdge,574
Electric Scooter,Pets,LuxeAura,620
Laser Printer,Electronics,ZenithStyle,610
Tablet,Pets,UrbanGlow,554
Electric Scooter,Kitchen & Dining,UrbanGlow,682
Sleeping Pad,Outdoor & Garden,VelvetVista,676
Ping Pong Table,Sports & Recreation,VelvetVista,624
Memory Card,Outdoor & Garden,UrbanGlow,902
Pet Feeder,Kitchen & Dining,VelvetVista,678
Elliptical,Electronics,ZenithStyle,803
Ski Goggles,Home Appliances,EtherealEdge,349
Refrigerator,Sports & Recreation,VelvetVista,242
Supplement,Pets,VelvetVista,885
Toy Car,Arts & Crafts,LuxeAura,752
Sheets,Toys & Games,VelvetVista,894
Lawn Sprinkler,Home Appliances,VelvetVista,920
Garden Tools,Pets,EtherealEdge,887
Binoculars,Home & Furniture,ZenithStyle,830
Puzzle,Health & Fitness,LuxeAura,393
Bluetooth Speaker,Electronics,ZenithStyle,755
Water Bottle,Home & Furniture,UrbanGlow,397
Smart Light,Home & Furniture,VelvetVista,950
Ice Skates,Electronics,EtherealEdge,873
Oven,Electronics,EtherealEdge,430
Coffee Maker,Pets,VelvetVista,686
Cat Tree,Toys & Games,ZenithStyle,501
Router,Kitchen & Dining,VelvetVista,745
Water Bottle,Kitchen & Dining,ZenithStyle,579
Board Game,Home & Furniture,EtherealEdge,226
Jacket,Pets,ZenithStyle,137
Electric Toothbrush,Pets,VelvetVista,365
Hammock,Outdoor & Garden,ZenithStyle,504
Supplement,Home Appliances,EtherealEdge,430
Showerhead,Home Appliances,VelvetVista,147
Pet Toy,Home Appliances,ZenithStyle,969
Stove,Toys & Games,VelvetVista,419
Pillow,Home & Furniture,UrbanGlow,727
Wi-Fi Extender,Home Appliances,UrbanGlow,445
Power Bank,Pets,VelvetVista,571
Dog Collar,Electronics,UrbanGlow,737
Refrigerator,Sports & Recreation,VelvetVista,448
Fan,Home & Furniture,ZenithStyle,165
Air Conditioner,Pets,VelvetVista,381
Dishwasher,Sports & Recreation,ZenithStyle,388
Flashlight,Toys & Games,EtherealEdge,479
Bird Cage,Arts & Crafts,UrbanGlow,826
Water Filter,Arts & Crafts,ZenithStyle,146
Dehumidifier,Health & Fitness,EtherealEdge,504
Soccer Ball,Toys & Games,UrbanGlow,639
Electric Shaver,Outdoor & Garden,LuxeAura,412
Garden Hose,Electronics,EtherealEdge,246
Flashlight,Home & Furniture,LuxeAura,115
Drone,Kitchen & Dining,UrbanGlow,232
Stove,Kitchen & Dining,VelvetVista,436
Toothpaste,Pets,EtherealEdge,935
External SSD,Home Appliances,LuxeAura,792
Bird Cage,Home Appliances,VelvetVista,264
Sled,Home Appliances,VelvetVista,145
Water Filter,Home & Furniture,VelvetVista,316
Water Filter,Home Appliances,UrbanGlow,514
External SSD,Arts & Crafts,EtherealEdge,368
Tennis Racket,Home & Furniture,ZenithStyle,194
Puzzle,Electronics,LuxeAura,829
Bird Feeder,Sports & Recreation,ZenithStyle,516
Suitcase,Arts & Crafts,ZenithStyle,531
Tablet,Outdoor & Garden,LuxeAura,900
Wi-Fi Extender,Health & Fitness,ZenithStyle,278
Mattress,Home & Furniture,VelvetVista,301
Volleyball,Home Appliances,UrbanGlow,974
Soccer Ball,Pets,ZenithStyle,330
Microwave,Electronics,LuxeAura,240
Juicer,Health & Fitness,UrbanGlow,888
Juicer,Home Appliances,LuxeAura,656
Fire Pit,Health & Fitness,EtherealEdge,966
Backpacking Stove,Arts & Crafts,VelvetVista,565
Sleeping Pad,Sports & Recreation,LuxeAura,290
Oven,Kitchen & Dining,LuxeAura,916
Sleeping Pad,Kitchen & Dining,UrbanGlow,776
Cat Tree,Outdoor & Garden,LuxeAura,287
Lawn Sprinkler,Home Appliances,VelvetVista,129
Pet Feeder,Home & Furniture,VelvetVista,494
Grill,Health & Fitness,VelvetVista,319
Dumbbells,Electronics,VelvetVista,314
Lamp,Kitchen & Dining,LuxeAura,823
Smart Doorbell,Outdoor & Garden,EtherealEdge,718
Fish Food,Outdoor & Garden,UrbanGlow,472
Baseball Glove,Health & Fitness,UrbanGlow,427
Doll,Home Appliances,VelvetVista,835
Ping Pong Table,Outdoor & Garden,VelvetVista,820
Tackle Box,Pets,UrbanGlow,644
Backpack,Toys & Games,LuxeAura,568
Cat Tree,Outdoor & Garden,UrbanGlow,612
Garden Tools,Sports & Recreation,VelvetVista,991
Trekking Poles,Health & Fitness,EtherealEdge,113
VR Headset,Pets,LuxeAura,950
Portable Hard Drive,Sports & Recreation,ZenithStyle,290
Drone,Outdoor & Garden,LuxeAura,365
Washing Machine,Home Appliances,EtherealEdge,857
Tent,Pets,VelvetVista,693
Elliptical,Arts & Crafts,EtherealEdge,458
Camping Chair,Home Appliances,ZenithStyle,519
Tent,Sports & Recreation,LuxeAura,566
Golf Clubs,Outdoor & Garden,LuxeAura,371
Garden Tools,Kitchen & Dining,VelvetVista,831
Electric Car,Health & Fitness,EtherealEdge,993
Trekking Poles,Home Appliances,EtherealEdge,164
Juicer,Health & Fitness,LuxeAura,307
Projector,Home & Furniture,VelvetVista,165
Suitcase,Pets,VelvetVista,323
Rain Jacket,Home & Furniture,EtherealEdge,373
Elliptical,Sports & Recreation,LuxeAura,146
Ski Goggles,Kitchen & Dining,UrbanGlow,770
Sheets,Health & Fitness,EtherealEdge,521
Electric Scooter,Kitchen & Dining,VelvetVista,543
Paddleboard,Arts & Crafts,ZenithStyle,109
Showerhead,Electronics,UrbanGlow,965
Telescope,Toys & Games,EtherealEdge,373
Printer,Sports & Recreation,EtherealEdge,451
Wi-Fi Extender,Health & Fitness,LuxeAura,922
Drone,Home Appliances,VelvetVista,334
Dog Leash,Arts & Crafts,LuxeAura,566
Jacket,Home & Furniture,VelvetVista,625
Game Console,Kitchen & Dining,EtherealEdge,418
Air Conditioner,Arts & Crafts,EtherealEdge,664
Fishing Rod,Home & Furniture,LuxeAura,165
Electric Kettle,Kitchen & Dining,UrbanGlow,867
Tent,Outdoor & Garden,UrbanGlow,522
Electric Toothbrush,Health & Fitness,UrbanGlow,671
Smart Light,Toys & Games,EtherealEdge,470
Glasses,Health & Fitness,ZenithStyle,599
Fish Food,Sports & Recreation,LuxeAura,504
Dog Leash,Arts & Crafts,LuxeAura,373
VR Headset,Kitchen & Dining,EtherealEdge,847
3D Printer,Toys & Games,EtherealEdge,625
Electric Shaver,Sports & Recreation,ZenithStyle,226
Smart Light,Sports & Recreation,ZenithStyle,448
Wi-Fi Extender,Health & Fitness,ZenithStyle,252
Tent,Sports & Recreation,VelvetVista,943
Grill,Sports & Recreation,UrbanGlow,772
Smartphone,Electronics,VelvetVista,170
Treadmill,Sports & Recreation,EtherealEdge,797
Dishwasher,Arts & Crafts,ZenithStyle,530
Grill,Electronics,LuxeAura,843
Printer,Arts & Crafts,UrbanGlow,696
Fishing Rod,Home Appliances,ZenithStyle,943
Drone,Home & Furniture,UrbanGlow,605
Flashlight,Pets,EtherealEdge,938
Electric Scooter,Arts & Crafts,VelvetVista,381
Humidifier,Home & Furniture,EtherealEdge,423
Sewing Machine,Electronics,VelvetVista,254
Water Filter,Home Appliances,EtherealEdge,327
Game Console,Toys & Games,EtherealEdge,121
Craft Kit,Outdoor & Garden,UrbanGlow,433
Projector,Health & Fitness,LuxeAura,964
Printer,Toys & Games,ZenithStyle,746
Monitor,Kitchen & Dining,ZenithStyle,570
Showerhead,Kitchen & Dining,VelvetVista,981
Water Filter,Sports & Recreation,UrbanGlow,381
Pet Carrier,Home Appliances,EtherealEdge,857
Camping Tent,Health & Fitness,EtherealEdge,218
BBQ Grill,Arts & Crafts,UrbanGlow,129
Headphones,Outdoor & Garden,ZenithStyle,127
Dehumidifier,Electronics,VelvetVista,104
Tennis Racket,Pets,ZenithStyle,690
Juicer,Home Appliances,EtherealEdge,565
Backpack,Outdoor & Garden,LuxeAura,767
Helmet,Arts & Crafts,EtherealEdge,489
Juicer,Pets,EtherealEdge,337
Power Bank,Home & Furniture,EtherealEdge,285
Dart Board,Home & Furniture,EtherealEdge,798
Surfboard,Pets,VelvetVista,790
External SSD,Sports & Recreation,ZenithStyle,580
Garden Hose,Arts & Crafts,EtherealEdge,843
Tent,Home & Furniture,VelvetVista,973
Life Jacket,Outdoor & Garden,LuxeAura,169
Showerhead,Electronics,EtherealEdge,605
Electric Toothbrush,Sports & Recreation,UrbanGlow,624
Electric Car,Kitchen & Dining,EtherealEdge,929
Laptop,Pets,VelvetVista,832
Smart Light,Pets,EtherealEdge,772
Stove,Kitchen & Dining,ZenithStyle,652
Dishwasher,Health & Fitness,VelvetVista,232
Smartwatch,Kitchen & Dining,ZenithStyle,203
3D Printer,Outdoor & Garden,ZenithStyle,842
Humidifier,Pets,LuxeAura,328
Projector,Pets,EtherealEdge,817
Oven,Pets,UrbanGlow,404
Board Game,Arts & Crafts,ZenithStyle,641
Keyboard,Toys & Games,VelvetVista,991
Sleeping Pad,Toys & Games,VelvetVista,432
Garden Tools,Sports & Recreation,ZenithStyle,402
Plant Pot,Sports & Recreation,EtherealEdge,679
Cat Litter Box,Electronics,LuxeAura,983
Toy Car,Arts & Crafts,VelvetVista,326
Portable Hard Drive,Health & Fitness,VelvetVista,893
Ski Goggles,Home Appliances,EtherealEdge,864
Refrigerator,Pets,VelvetVista,616
Sheets,Kitchen & Dining,UrbanGlow,882
Lawn Sprinkler,Outdoor & Garden,UrbanGlow,658
Printer,Home & Furniture,LuxeAura,369
Fire Pit,Electronics,EtherealEdge,199
Action Figure,Home & Furniture,UrbanGlow,365
Lamp,Electronics,UrbanGlow,385
Home Security Camera,Outdoor & Garden,ZenithStyle,792
Telescope,Kitchen & Dining,UrbanGlow,719
Trekking Poles,Home & Furniture,UrbanGlow,986
Drone,Home Appliances,EtherealEdge,966
Robot Vacuum,Health & Fitness,LuxeAura,835
Yoga Mat,Toys & Games,VelvetVista,567
Fitness Tracker,Health & Fitness,EtherealEdge,521
Dog Leash,Outdoor & Garden,VelvetVista,595
Stove,Toys & Games,VelvetVista,641
Air Purifier,Electronics,UrbanGlow,825
Projector,Home Appliances,LuxeAura,229
Humidifier,Toys & Games,ZenithStyle,902
BBQ Grill,Home Appliances,EtherealEdge,332
Dishwasher,Electronics,VelvetVista,959
Cat Tree,Electronics,UrbanGlow,496
Tent,Arts & Crafts,VelvetVista,314
Power Bank,Electronics,LuxeAura,460
Dart Board,Health & Fitness,UrbanGlow,677
Board Game,Arts & Crafts,EtherealEdge,440
Flashlight,Health & Fitness,UrbanGlow,409
Tarp,Kitchen & Dining,LuxeAura,811
Bluetooth Speaker,Sports & Recreation,ZenithStyle,585
Pet Feeder,Sports & Recreation,LuxeAura,497
Basketball,Health & Fitness,ZenithStyle,853
Camping Tent,Pets,EtherealEdge,866
Cooler,Kitchen & Dining,ZenithStyle,330
Surfboard,Outdoor & Garden,ZenithStyle,746
Ski Poles,Health & Fitness,EtherealEdge,655
Blender,Sports & Recreation,UrbanGlow,740
Flashlight,Electronics,EtherealEdge,747
Headphones,Arts & Crafts,ZenithStyle,487
